event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,price_segment
2019-10-01 09:43:42+00:00,purchase,1004741,2.0530135556318828e+18,electronics.smartphone,xiaomi,185.7,551430857,ddd81f39-1d26-4b64-a17b-df839fd99fc8,$100-200
2019-10-01 09:58:25+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,254.26,514682461,d34d04e0-3b12-4fd4-b59c-4effbad4b4b3,$200-500
2019-10-01 10:01:21+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,254.26,555571434,9fc17d9f-12ca-4163-a34a-c486a98f1cda,$200-500
2019-10-01 10:11:23+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,254.26,555571434,074a3cd3-16ce-4d19-b367-635f3f4f270f,$200-500
2019-10-01 10:27:28+00:00,purchase,8800969,2.0530135555731625e+18,electronics.telephone,fly,9.76,555584705,569f2d20-b291-4cfb-9c82-5c453761b297,<$50
2019-10-01 10:30:17+00:00,purchase,3601390,2.053013563810776e+18,appliances.kitchen.washer,samsung,332.6,537242624,71ae7172-552b-4e17-a407-db5d786c4c62,$200-500
2019-10-01 10:39:19+00:00,purchase,1005121,2.0530135556318828e+18,electronics.smartphone,apple,975.57,531373008,2142ef69-0153-446c-b424-f8a47747f0d6,$500-1000
2019-10-01 10:52:05+00:00,purchase,3100341,2.053013555262784e+18,appliances.kitchen.blender,scarlett,12.27,513989287,f145e336-4434-442e-a646-635ef2a5746c,<$50
2019-10-01 11:33:48+00:00,purchase,3601421,2.053013563810776e+18,appliances.kitchen.washer,lg,406.65,512402349,58b0c71d-bc96-4b2f-a416-8ea416b17cab,$200-500
2019-10-01 11:34:06+00:00,purchase,1004708,2.0530135556318828e+18,electronics.smartphone,huawei,154.1,522482923,b14142d1-796a-44a8-9d46-d2557a706515,$100-200
2019-10-01 12:05:14+00:00,purchase,1004836,2.0530135556318828e+18,electronics.smartphone,samsung,241.16,537773446,a0d67b1a-7bc1-4422-a612-2321bd9f5cb8,$200-500
2019-10-01 12:26:12+00:00,purchase,1003304,2.0530135556318828e+18,electronics.smartphone,apple,579.16,516145629,e6576640-6a50-4278-a3f2-613e110eacf4,$500-1000
2019-10-01 12:26:46+00:00,purchase,31501046,2.053013558031025e+18,unknown,luminarc,108.09,519057783,4419d8e8-b897-45f5-bc25-c654d9a22ac5,$100-200
2019-10-01 12:26:57+00:00,purchase,31501046,2.053013558031025e+18,unknown,luminarc,108.09,519057783,4419d8e8-b897-45f5-bc25-c654d9a22ac5,$100-200
2019-10-01 12:31:18+00:00,purchase,3600666,2.053013563810776e+18,appliances.kitchen.washer,samsung,319.14,537242624,8392234a-f035-464d-b84e-5dd80ef2fc08,$200-500
2019-10-01 12:31:18+00:00,purchase,32801089,2.0551569242733944e+18,unknown,kolibri,437.57,543040105,b32c97ea-4891-452e-b8d5-7f582497e1a3,$200-500
2019-10-01 12:39:05+00:00,purchase,3600666,2.053013563810776e+18,appliances.kitchen.washer,samsung,319.14,537242624,df61015a-f7cb-4baa-bece-2e7522db9aeb,$200-500
2019-10-01 13:11:54+00:00,purchase,21401211,2.053013561579406e+18,electronics.clocks,casio,79.02,514803211,beb4d7b1-bfe7-4330-83c9-10cae54747da,$50-100
2019-10-01 13:24:24+00:00,purchase,1002544,2.0530135556318828e+18,electronics.smartphone,apple,464.05,555642312,4b837bb4-6950-4daa-99ad-f13136c45262,$200-500
2019-10-01 13:25:43+00:00,purchase,18001292,2.0530135585259525e+18,unknown,samsung,28.29,555640023,adc41321-38ed-4e09-a082-d80efd048c0d,<$50
2019-10-01 13:29:33+00:00,purchase,6200315,2.0530135522932165e+18,appliances.environment.air_heater,elenberg,33.44,515808447,9797ebe2-09bc-4d2b-ba54-364a391bedfb,<$50
2019-10-01 13:43:08+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,130.7,554241210,fb95fbca-994a-476c-b480-922dd2fe3e21,$100-200
2019-10-01 13:45:48+00:00,purchase,5700384,2.053013553970938e+18,auto.accessories.player,pioneer,123.56,513923621,752db86b-4601-47ca-a79c-0366b28c8ff4,$100-200
2019-10-01 13:45:58+00:00,purchase,1003306,2.0530135556318828e+18,electronics.smartphone,apple,587.47,554241210,fb95fbca-994a-476c-b480-922dd2fe3e21,$500-1000
2019-10-01 13:48:06+00:00,purchase,5701084,2.053013553970938e+18,auto.accessories.player,kenwood,140.54,513923621,752db86b-4601-47ca-a79c-0366b28c8ff4,$100-200
2019-10-01 13:48:42+00:00,purchase,1004873,2.0530135556318828e+18,electronics.smartphone,samsung,388.43,555650368,e69d1d41-8b31-420f-ac82-c463a1b98708,$200-500
2019-10-01 13:50:20+00:00,purchase,3700926,2.0530135659834253e+18,appliances.environment.vacuum,samsung,64.05,554241210,18a94469-a232-4468-8939-6fbf226a0d0b,$50-100
2019-10-01 13:52:59+00:00,purchase,6200315,2.0530135522932165e+18,appliances.environment.air_heater,elenberg,33.44,515808447,46a2765e-8b88-4be9-a9f0-f658d3034e90,<$50
2019-10-01 13:55:45+00:00,purchase,12702042,2.0530135535598963e+18,unknown,cordiant,57.92,554034905,c1df63ae-c7d4-46af-8ca2-f268dfb8fbee,$50-100
2019-10-01 14:17:41+00:00,purchase,5701084,2.053013553970938e+18,auto.accessories.player,kenwood,140.54,513923621,82800c67-b0b7-4dd1-bde1-9f61efca125e,$100-200
2019-10-01 14:24:39+00:00,purchase,12705632,2.0530135535598963e+18,unknown,,41.19,555660036,bca3809a-e124-43bd-b2aa-5ad946bdc12b,<$50
2019-10-01 14:42:48+00:00,purchase,1003771,2.0530135556318828e+18,electronics.smartphone,huawei,231.38,518474793,a0af2f9d-31fd-47ac-974b-fea9ba5fa971,$200-500
2019-10-01 15:02:25+00:00,purchase,22700545,2.0530135561687537e+18,unknown,startul,12.0,530990903,bba41914-96cb-432f-b9bd-5b18f05e7e40,<$50
2019-10-01 15:04:42+00:00,purchase,22700076,2.0530135561687537e+18,unknown,stels,34.49,530990903,bba41914-96cb-432f-b9bd-5b18f05e7e40,<$50
2019-10-01 15:29:24+00:00,purchase,2700071,2.053013563911439e+18,appliances.kitchen.refrigerators,atlant,226.49,555491663,b4d62a3f-31f5-453e-b0d9-98390415ec50,$200-500
2019-10-01 15:41:47+00:00,purchase,4300070,2.0530135523854912e+18,unknown,timberk,38.59,538829125,8d1ff315-1208-4862-a36b-fe58409ee249,<$50
2019-10-01 16:06:42+00:00,purchase,50600003,2.134905044833666e+18,auto.accessories.compressor,,145.41,541267483,7b670aba-bfc4-4af8-bf4c-dfa20d2efb7f,$100-200
2019-10-01 16:07:31+00:00,purchase,22700129,2.0530135561687537e+18,unknown,stels,72.02,530990903,bdf05dcd-5535-466d-9379-974b2c8df4fc,$50-100
2019-10-01 16:21:22+00:00,purchase,1005132,2.0530135556318828e+18,electronics.smartphone,apple,1413.16,517674441,4ad92681-45cf-48e1-bfe8-f97b21576944,>$1000
2019-10-01 16:53:46+00:00,purchase,12201346,2.1169075251765576e+18,sport.bicycle,phoenix,128.68,537183347,0ff1d6cf-2059-48f5-8cf4-30dc6f366ffb,$100-200
2019-10-01 17:19:23+00:00,purchase,1005113,2.0530135556318828e+18,electronics.smartphone,apple,1027.05,524678237,a5a43977-acb0-4802-8f36-8963cb082f39,>$1000
2019-10-01 18:16:34+00:00,purchase,1005115,2.0530135556318828e+18,electronics.smartphone,apple,975.56,555744856,c3ba8b27-db00-43b8-a048-7d7f543c73eb,$500-1000
2019-10-01 18:17:50+00:00,purchase,26300594,2.0530135634249e+18,unknown,vega,14.16,541366732,e62cbea9-8542-4726-ae7f-70a560fade79,<$50
2019-10-01 18:19:30+00:00,purchase,1005115,2.0530135556318828e+18,electronics.smartphone,apple,975.56,555744856,c3ba8b27-db00-43b8-a048-7d7f543c73eb,$500-1000
2019-10-01 18:30:39+00:00,purchase,4700478,2.0530135608999288e+18,auto.accessories.videoregister,sho-me,142.81,515115231,c0e9ae10-aede-45e8-83ba-1025e5b4f59c,$100-200
2019-10-01 18:39:27+00:00,purchase,12300066,2.05301355631136e+18,construction.tools.drill,bosch,123.56,515115231,6ed48003-e04d-4d83-aa10-576859e54c65,$100-200
2019-10-01 20:29:01+00:00,purchase,26401640,2.0530135636513925e+18,unknown,,205.93,519967953,d1cd37c4-32be-4261-a974-49b235920476,$200-500
2019-10-01 21:08:56+00:00,purchase,1005106,2.0530135556318828e+18,electronics.smartphone,apple,1541.87,514715087,6d303d85-96ae-4707-b060-e053bb26f161,>$1000
2019-10-01 21:50:02+00:00,purchase,1004872,2.0530135556318828e+18,electronics.smartphone,samsung,286.35,513182701,dfbcf3e7-4602-4313-8c73-b818198e9b43,$200-500
2019-10-01 22:07:38+00:00,purchase,26400292,2.0530135636513925e+18,unknown,lucente,183.27,513212705,e944d9e4-4001-4fb2-a05c-5b7c492f4ade,$100-200
2019-10-01 22:13:45+00:00,purchase,1002538,2.0530135556318828e+18,electronics.smartphone,apple,603.5,515065510,b71a5b29-650c-40df-9a3d-b3cea1bcb2f1,$500-1000
2019-10-01 22:38:59+00:00,purchase,5100790,2.0530135533417925e+18,electronics.clocks,garmin,236.76,544992379,0fe4eb55-fc68-4ced-8560-f08208c64247,$200-500
2019-10-02 02:16:31+00:00,purchase,1005105,2.0530135556318828e+18,electronics.smartphone,apple,1415.48,549560924,527f2557-181c-454a-930e-29a70ee8bc48,>$1000
2019-10-02 02:52:37+00:00,purchase,12706258,2.0530135535598963e+18,unknown,nokian,60.23,515909478,d653a1d4-e3bd-462d-a6e7-25fe5273a012,$50-100
2019-10-02 03:12:37+00:00,purchase,3701228,2.0530135659834253e+18,appliances.environment.vacuum,dyson,571.42,536429657,a915ebd4-3549-4be1-8378-b36720df7e56,$500-1000
2019-10-02 03:16:51+00:00,purchase,15200907,2.0530135534843988e+18,unknown,t-rex,71.8,544749138,af100c3e-3cda-4f2d-8e97-c27ec5b30552,$50-100
2019-10-02 03:36:04+00:00,purchase,1307067,2.053013558920217e+18,computers.notebook,lenovo,251.74,548913793,c7e413da-a8e1-4f49-89d5-539851fc3fed,$200-500
2019-10-02 03:36:57+00:00,purchase,1307067,2.053013558920217e+18,computers.notebook,lenovo,251.74,548913793,c7e413da-a8e1-4f49-89d5-539851fc3fed,$200-500
2019-10-02 04:02:24+00:00,purchase,3600163,2.053013563810776e+18,appliances.kitchen.washer,indesit,179.93,555852905,08635fec-7ff6-4456-8fc1-08d822a5ce3e,$100-200
2019-10-02 04:07:03+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,253.16,546764453,05dba1db-d06a-40cd-a59c-4abed498408f,$200-500
2019-10-02 04:28:10+00:00,purchase,1005143,2.0530135556318828e+18,electronics.smartphone,apple,1541.61,522104793,6d638cee-2c52-4d0a-9373-4a9cc51a0c11,>$1000
2019-10-02 04:28:27+00:00,purchase,3100341,2.053013555262784e+18,appliances.kitchen.blender,scarlett,12.27,513989287,bc45f6c5-55d4-4e7d-a252-4b44ffd0e244,<$50
2019-10-02 04:28:36+00:00,purchase,1004856,2.0530135556318828e+18,electronics.smartphone,samsung,130.25,555858785,6edec0a1-c720-487a-b6ba-5a9c06fae51f,$100-200
2019-10-02 04:32:42+00:00,purchase,1004873,2.0530135556318828e+18,electronics.smartphone,samsung,380.83,555859799,3bc8758d-92fd-483f-a34b-ce804fc20b66,$200-500
2019-10-02 04:45:19+00:00,purchase,1003317,2.0530135556318828e+18,electronics.smartphone,apple,939.54,555863319,b623089c-5c4f-4f79-9ebc-770542d866b4,$500-1000
2019-10-02 04:47:22+00:00,purchase,1004785,2.0530135556318828e+18,electronics.smartphone,huawei,276.71,518474793,bf9a8fc6-6e02-48cb-a018-060cd3341f07,$200-500
2019-10-02 05:12:53+00:00,purchase,1004836,2.0530135556318828e+18,electronics.smartphone,samsung,230.89,512402349,5d5af6f0-ad8b-45a4-abfc-a9c8706f71d0,$200-500
2019-10-02 05:16:15+00:00,purchase,3200140,2.0530135553215045e+18,appliances.kitchen.meat_grinder,,44.53,540825741,f86291e4-07ae-4637-903e-182b1061b855,<$50
2019-10-02 05:18:15+00:00,purchase,1004238,2.0530135556318828e+18,electronics.smartphone,apple,1202.09,555542212,393cf4cd-57f7-4754-a7d4-1e016f159717,>$1000
2019-10-02 05:33:38+00:00,purchase,1004766,2.0530135556318828e+18,electronics.smartphone,samsung,253.16,546764453,0d10b334-12c6-41ad-8207-bba4eb4c06d1,$200-500
2019-10-02 05:59:56+00:00,purchase,1004227,2.0530135556318828e+18,electronics.smartphone,apple,1011.28,516943599,1d1793ab-d481-449b-b5ef-bced14fd1b73,>$1000
2019-10-02 06:07:01+00:00,purchase,7203666,2.053013553165632e+18,unknown,lego,104.22,512817581,1953d1fe-4240-40cc-9a9d-11489b1a8def,$100-200
2019-10-02 06:17:44+00:00,purchase,22700068,2.0530135561687537e+18,unknown,force,88.81,529337603,e1f71cd2-991a-42b1-9810-4c681972371a,$50-100
2019-10-02 06:22:55+00:00,purchase,12714768,2.0530135535598963e+18,unknown,tunga,33.46,517819289,58aef2cb-804b-4eea-8cc3-547dfb38a1ef,<$50
2019-10-02 06:23:24+00:00,purchase,1801689,2.0530135544155343e+18,electronics.video.tv,samsung,261.73,552642807,cc212745-77f2-491a-a6e6-fd3a9fb68304,$200-500
2019-10-02 06:27:38+00:00,purchase,1306659,2.053013558920217e+18,computers.notebook,hp,318.41,555889972,ce3246c6-c09d-4763-8481-ae568092bc3a,$200-500
2019-10-02 06:40:01+00:00,purchase,1004858,2.0530135556318828e+18,electronics.smartphone,samsung,132.91,512589865,f41b71f5-8cff-4518-af1d-fcb5ccf8345b,$100-200
2019-10-02 06:44:40+00:00,purchase,1004858,2.0530135556318828e+18,electronics.smartphone,samsung,132.91,512589865,f41b71f5-8cff-4518-af1d-fcb5ccf8345b,$100-200
2019-10-02 06:48:46+00:00,purchase,1306952,2.053013558920217e+18,computers.notebook,apple,2124.89,515612855,26aeac5e-fba2-40a6-a4cd-1b3289966b82,>$1000
2019-10-02 06:49:07+00:00,purchase,5300282,2.0530135631732416e+18,unknown,braun,27.0,519511293,081e3992-5771-4fb3-9a6d-be68711a9a1e,<$50
2019-10-02 06:49:27+00:00,purchase,1306952,2.053013558920217e+18,computers.notebook,apple,2124.89,515612855,26aeac5e-fba2-40a6-a4cd-1b3289966b82,>$1000
2019-10-02 06:53:29+00:00,purchase,12707443,2.0530135535598963e+18,unknown,triangle,48.91,555584705,acf19322-ff81-43b5-b38d-b295820c0e61,<$50
2019-10-02 06:54:59+00:00,purchase,5300282,2.0530135631732416e+18,unknown,braun,27.0,519511293,f18db38a-d35f-48f7-86f2-7d22698c89bd,<$50
2019-10-02 06:55:18+00:00,purchase,1004648,2.0530135556318828e+18,electronics.smartphone,samsung,621.44,539568336,d109f873-86f9-4242-9b53-f1bbc55e0eb9,$500-1000
2019-10-02 07:12:47+00:00,purchase,1005104,2.0530135556318828e+18,electronics.smartphone,apple,975.57,518282571,0d6f605f-a8e3-4912-a1a1-a67db966d011,$500-1000
2019-10-02 07:13:45+00:00,purchase,7006252,2.0530135603462807e+18,kids.carriage,anex,615.2,516432796,f7b44a31-07af-4d96-a0fb-908f85ed0ca9,$500-1000
2019-10-02 07:17:18+00:00,purchase,30000069,2.127425436764865e+18,construction.tools.welding,eurolux,71.56,548046388,2412a2a4-40a6-4213-845d-0f97059cff1c,$50-100
2019-10-02 07:21:50+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,253.05,514682461,002ffe55-aa94-4379-a353-2a984cb28d77,$200-500
2019-10-02 07:22:20+00:00,purchase,1004838,2.0530135556318828e+18,electronics.smartphone,oppo,179.14,518282571,3ee032a9-2c2b-479e-9501-c3b7cdfcdc15,$100-200
2019-10-02 07:44:49+00:00,purchase,13104381,2.053013553526342e+18,unknown,,394.73,521428585,18b3d825-c671-4eb0-a9b7-83cedc5d8ff4,$200-500
2019-10-02 07:48:29+00:00,purchase,1005105,2.0530135556318828e+18,electronics.smartphone,apple,1415.48,537751473,3fcd5df0-8799-4e18-ab5e-86c3b9c0901d,>$1000
2019-10-02 07:52:11+00:00,purchase,1004767,2.0530135556318828e+18,electronics.smartphone,samsung,253.05,513083072,be6802c5-eebd-4739-af01-4c76bba0fe55,$200-500
2019-10-02 07:59:16+00:00,purchase,1005031,2.0530135556318828e+18,electronics.smartphone,xiaomi,205.35,518282571,ea20a1e9-7ada-4a0f-a0de-94c27169bf04,$200-500
2019-10-02 08:02:32+00:00,purchase,1004751,2.0530135556318828e+18,electronics.smartphone,samsung,197.59,518282571,ea20a1e9-7ada-4a0f-a0de-94c27169bf04,$100-200
2019-10-02 08:06:01+00:00,purchase,8800773,2.0530135555731625e+18,electronics.telephone,nokia,73.56,542826414,da9d7382-d36b-4aa6-9bac-6f999c011e05,$50-100
2019-10-02 08:10:51+00:00,purchase,1004739,2.0530135556318828e+18,electronics.smartphone,xiaomi,197.17,551730436,b32b7518-699c-47c2-a111-7815b22b4e56,$100-200
2019-10-02 08:13:29+00:00,purchase,1005015,2.0530135556318828e+18,electronics.smartphone,samsung,604.88,544033534,176eefbd-58d5-4145-87bf-e02d60f1adb4,$500-1000
2019-10-02 08:15:20+00:00,purchase,1005105,2.0530135556318828e+18,electronics.smartphone,apple,1415.48,537751473,36c3a1c8-b82b-4905-9642-4af4c9da29b3,>$1000
2019-10-02 08:16:28+00:00,purchase,1201044,2.172371436436456e+18,electronics.tablet,lenovo,193.03,555511440,046288f0-5795-4214-8f87-bded8a0d9533,$100-200
2019-10-02 08:17:22+00:00,purchase,1005105,2.0530135556318828e+18,electronics.smartphone,apple,1415.48,537751473,36c3a1c8-b82b-4905-9642-4af4c9da29b3,>$1000
2019-10-02 08:24:11+00:00,purchase,12400148,2.05301355625264e+18,construction.tools.drill,,51.46,550715342,be329e14-6837-4a04-ba31-860a6177b963,$50-100
2019-10-02 08:31:31+00:00,purchase,26500471,2.053013563550729e+18,unknown,,452.93,544379722,0ede4945-3dc0-44f9-ad0a-2c772cc0b4b9,$200-500
2019-10-02 08:41:36+00:00,purchase,1004873,2.0530135556318828e+18,electronics.smartphone,samsung,388.42,544033534,b8112a7d-6a2c-4d37-a1fc-ba4bbbbcaa48,$200-500
2019-10-02 08:53:26+00:00,purchase,1004909,2.0530135556318828e+18,electronics.smartphone,sony,1026.41,544033534,b8112a7d-6a2c-4d37-a1fc-ba4bbbbcaa48,>$1000
2019-10-02 08:54:37+00:00,purchase,26300353,2.0530135635842836e+18,unknown,lucente,172.72,544680940,7c2ca637-0add-4d52-880f-9fba7b79ccda,$100-200
2019-10-02 09:00:33+00:00,purchase,26600073,2.0530135635171743e+18,unknown,lucente,94.98,544680940,7c2ca637-0add-4d52-880f-9fba7b79ccda,$50-100
2019-10-02 09:05:40+00:00,purchase,14100635,2.0530135576703145e+18,electronics.audio.acoustic,denn,38.07,554446039,e6cd57d6-cbdd-4d4e-a719-22644d2fca59,<$50
2019-10-02 09:10:35+00:00,purchase,1004565,2.0530135556318828e+18,electronics.smartphone,huawei,172.21,518282571,91fe41c7-3d1d-431c-a781-84f7dd44a0a6,$100-200
2019-10-02 09:12:31+00:00,purchase,14100635,2.0530135576703145e+18,electronics.audio.acoustic,denn,38.07,554446039,1506197c-82ff-4024-b1c8-0f2ae199fe46,<$50
2019-10-02 09:13:30+00:00,purchase,1004565,2.0530135556318828e+18,electronics.smartphone,huawei,172.21,518282571,2f738163-ce5a-46e4-ac80-5ed4e1f9c13f,$100-200
2019-10-02 09:23:04+00:00,purchase,1004836,2.0530135556318828e+18,electronics.smartphone,samsung,239.38,513607489,4a69ee69-6c8e-443b-b0ee-d0021ccc1637,$200-500
2019-10-02 09:25:18+00:00,purchase,2401878,2.053013563743667e+18,appliances.kitchen.hood,artel,44.84,513834847,ac637bc8-d0c2-4911-9bfb-a0cd3da58059,<$50
2019-10-02 09:47:14+00:00,purchase,1002524,2.0530135556318828e+18,electronics.smartphone,apple,513.47,553011949,b35cdef2-55ac-4f1b-b3a0-0d31749ba8d8,$500-1000
2019-10-02 10:27:11+00:00,purchase,5301295,2.0530135631732416e+18,unknown,vitek,28.06,555884524,fc40114a-5473-42c3-962a-712e3f9d89c7,<$50
2019-10-02 10:29:43+00:00,purchase,2702350,2.053013563911439e+18,appliances.kitchen.refrigerators,midea,236.56,547577735,d52bfa4f-48df-45b2-a004-f15738a39444,$200-500
2019-10-02 10:42:00+00:00,purchase,1004858,2.0530135556318828e+18,electronics.smartphone,samsung,132.56,537003715,ee3d532b-7c03-42b7-abf4-61093d598c0a,$100-200
2019-10-02 10:50:36+00:00,purchase,5301399,2.0530135631732416e+18,unknown,elenberg,15.42,555884524,1584968c-4c25-494c-aba6-5bdb31f367e9,<$50
2019-10-02 10:57:11+00:00,purchase,1307325,2.053013558920217e+18,computers.notebook,hp,264.87,555889972,9cd0772b-8224-478e-a37c-edb9b612802b,$200-500
2019-10-02 11:18:59+00:00,purchase,1004720,2.0530135556318828e+18,electronics.smartphone,huawei,127.42,555983300,e667b191-e834-44cb-8d88-aadd8086dc48,$100-200
2019-10-02 11:19:04+00:00,purchase,1801766,2.0530135544155343e+18,electronics.video.tv,artel,150.58,530423621,95941146-9a95-4de6-ac52-69c608214c8b,$100-200
